Typical Measured Spectrum of Semrock FF01-700/13 Optical Filter	
531.6	7.486e-10
531.8	7.4696e-10
532.0	7.4533e-10
532.2	7.437e-10
532.4	7.4208e-10
532.6	7.4046e-10
532.8	7.3884e-10
533.0	7.3722e-10
533.2	8.1406e-10
533.4	9.3502e-10
533.6	1.074e-09
533.8	1.2335e-09
534.0	1.4168e-09
534.2	1.6274e-09
534.4	1.8692e-09
534.6	2.1469e-09
534.8	2.466e-09
535.0	2.8324e-09
535.2	3.3411e-09
535.4	3.9413e-09
535.6	4.6493e-09
535.8	5.4844e-09
536.0	6.4695e-09
536.2	7.6316e-09
536.4	9.0024e-09
536.6	1.0619e-08
536.8	1.2527e-08
537.0	1.4777e-08
537.2	1.1237e-08
537.4	8.2882e-09
537.6	6.1132e-09
537.8	4.509e-09
538.0	3.3257e-09
538.2	2.453e-09
538.4	1.8093e-09
538.6	1.3345e-09
538.8	9.843e-10
539.0	7.26e-10
539.2	8.6208e-10
539.4	1.1026e-09
539.6	1.4103e-09
539.8	1.8039e-09
540.0	2.3072e-09
540.2	2.9511e-09
540.4	3.7745e-09
540.6	4.8278e-09
540.8	6.175e-09
541.0	7.8981e-09
541.2	8.1692e-09
541.4	8.0127e-09
541.6	7.8593e-09
541.8	7.7087e-09
542.0	7.561e-09
542.2	7.4162e-09
542.4	7.2741e-09
542.6	7.1348e-09
542.8	6.9981e-09
543.0	6.8641e-09
543.2	6.6144e-09
543.4	6.3333e-09
543.6	6.0641e-09
543.8	5.8064e-09
544.0	5.5596e-09
544.2	5.3233e-09
544.4	5.097e-09
544.6	4.8804e-09
544.8	4.673e-09
545.0	4.4743e-09
545.2	5.0216e-09
545.4	5.6494e-09
545.6	6.3557e-09
545.8	7.1503e-09
546.0	8.0443e-09
546.2	9.05e-09
546.4	1.0181e-08
546.6	1.1454e-08
546.8	1.2886e-08
547.0	1.4498e-08
547.2	1.3049e-08
547.4	1.1458e-08
547.6	1.0061e-08
547.8	8.8337e-09
548.0	7.7565e-09
548.2	6.8106e-09
548.4	5.9801e-09
548.6	5.2508e-09
548.8	4.6105e-09
549.0	4.0482e-09
549.2	4.0599e-09
549.4	4.1759e-09
549.6	4.2953e-09
549.8	4.418e-09
550.0	4.5443e-09
550.2	4.6742e-09
550.4	4.8078e-09
550.6	4.9452e-09
550.8	5.0865e-09
551.0	5.2319e-09
551.2	5.6296e-09
551.4	6.135e-09
551.6	6.6858e-09
551.8	7.2861e-09
552.0	7.9403e-09
552.2	8.6532e-09
552.4	9.4301e-09
552.6	1.0277e-08
552.8	1.1199e-08
553.0	1.2205e-08
553.2	1.2078e-08
553.4	1.1514e-08
553.6	1.0975e-08
553.8	1.0462e-08
554.0	9.9726e-09
554.2	9.5063e-09
554.4	9.0617e-09
554.6	8.6379e-09
554.8	8.2339e-09
555.0	7.8489e-09
555.2	7.6078e-09
555.4	7.3773e-09
555.6	7.1538e-09
555.8	6.937e-09
556.0	6.7268e-09
556.2	6.523e-09
556.4	6.3253e-09
556.6	6.1337e-09
556.8	5.9478e-09
557.0	5.7676e-09
557.2	4.737e-09
557.4	3.8074e-09
557.6	3.0603e-09
557.8	2.4598e-09
558.0	1.9771e-09
558.2	1.5891e-09
558.4	1.2773e-09
558.6	1.0267e-09
558.8	8.252e-10
559.0	6.6327e-10
559.2	7.5082e-10
559.4	9.1168e-10
559.6	1.107e-09
559.8	1.3442e-09
560.0	1.6321e-09
560.2	1.9818e-09
560.4	2.4064e-09
560.6	2.9219e-09
560.8	3.5479e-09
561.0	4.308e-09
561.2	4.7731e-09
561.4	5.1496e-09
561.6	5.5558e-09
561.8	5.9941e-09
562.0	6.4669e-09
562.2	6.9771e-09
562.4	7.5275e-09
562.6	8.1213e-09
562.8	8.762e-09
563.0	9.4532e-09
563.2	9.6224e-09
563.4	9.5756e-09
563.6	9.5289e-09
563.8	9.4825e-09
564.0	9.4364e-09
564.2	9.3904e-09
564.4	9.3447e-09
564.6	9.2992e-09
564.8	9.2539e-09
565.0	9.2089e-09
565.2	8.292e-09
565.4	7.4472e-09
565.6	6.6885e-09
565.8	6.0071e-09
566.0	5.3952e-09
566.2	4.8455e-09
566.4	4.3519e-09
566.6	3.9086e-09
566.8	3.5104e-09
567.0	3.1527e-09
567.2	2.7016e-09
567.4	2.3023e-09
567.6	1.962e-09
567.8	1.672e-09
568.0	1.4249e-09
568.2	1.2143e-09
568.4	1.0348e-09
568.6	8.8186e-10
568.8	7.5152e-10
569.0	6.4044e-10
569.2	8.132e-10
569.4	1.1109e-09
569.6	1.5176e-09
569.8	2.0732e-09
570.0	2.8322e-09
570.2	3.8691e-09
570.4	5.2856e-09
570.6	7.2206e-09
570.8	9.8641e-09
571.0	1.3475e-08
571.2	1.3949e-08
571.4	1.3442e-08
571.6	1.2954e-08
571.8	1.2483e-08
572.0	1.2029e-08
572.2	1.1592e-08
572.4	1.1171e-08
572.6	1.0765e-08
572.8	1.0374e-08
573.0	9.9971e-09
573.2	9.3919e-09
573.4	8.7489e-09
573.6	8.1499e-09
573.8	7.5919e-09
574.0	7.0721e-09
574.2	6.5878e-09
574.4	6.1368e-09
574.6	5.7166e-09
574.8	5.3252e-09
575.0	4.9606e-09
575.2	4.948e-09
575.4	4.9458e-09
575.6	4.9436e-09
575.8	4.9415e-09
576.0	4.9393e-09
576.2	4.9372e-09
576.4	4.935e-09
576.6	4.9329e-09
576.8	4.9307e-09
577.0	4.9286e-09
577.2	4.6324e-09
577.4	4.3227e-09
577.6	4.0337e-09
577.8	3.7641e-09
578.0	3.5124e-09
578.2	3.2776e-09
578.4	3.0585e-09
578.6	2.854e-09
578.8	2.6632e-09
579.0	2.4852e-09
579.2	2.7006e-09
579.4	3.0147e-09
579.6	3.3653e-09
579.8	3.7567e-09
580.0	4.1936e-09
580.2	4.6813e-09
580.4	5.2257e-09
580.6	5.8334e-09
580.8	6.5119e-09
581.0	7.2692e-09
581.2	6.0757e-09
581.4	4.745e-09
581.6	3.7057e-09
581.8	2.8941e-09
582.0	2.2602e-09
582.2	1.7652e-09
582.4	1.3785e-09
582.6	1.0766e-09
582.8	8.408e-10
583.0	6.5664e-10
583.2	7.4248e-10
583.4	9.3767e-10
583.6	1.1842e-09
583.8	1.4955e-09
584.0	1.8886e-09
584.2	2.3851e-09
584.4	3.0121e-09
584.6	3.8039e-09
584.8	4.8039e-09
585.0	6.0668e-09
585.2	6.3252e-09
585.4	6.5354e-09
585.6	6.7525e-09
585.8	6.9768e-09
586.0	7.2086e-09
586.2	7.4481e-09
586.4	7.6955e-09
586.6	7.9511e-09
586.8	8.2153e-09
587.0	8.4882e-09
587.2	7.6544e-09
587.4	6.7636e-09
587.6	5.9764e-09
587.8	5.2808e-09
588.0	4.6662e-09
588.2	4.1232e-09
588.4	3.6433e-09
588.6	3.2193e-09
588.8	2.8446e-09
589.0	2.5136e-09
589.2	2.8125e-09
589.4	3.303e-09
589.6	3.879e-09
589.8	4.5554e-09
590.0	5.3498e-09
590.2	6.2827e-09
590.4	7.3783e-09
590.6	8.6649e-09
590.8	1.0176e-08
591.0	1.195e-08
591.2	1.1489e-08
591.4	1.049e-08
591.6	9.5782e-09
591.8	8.7455e-09
592.0	7.9851e-09
592.2	7.2908e-09
592.4	6.657e-09
592.6	6.0782e-09
592.8	5.5497e-09
593.0	5.0672e-09
593.2	5.6164e-09
593.4	6.6182e-09
593.6	7.7986e-09
593.8	9.1896e-09
594.0	1.0829e-08
594.2	1.276e-08
594.4	1.5036e-08
594.6	1.7718e-08
594.8	2.0878e-08
595.0	2.4602e-08
595.2	2.5275e-08
595.4	2.5779e-08
595.6	2.6293e-08
595.8	2.6817e-08
596.0	2.7352e-08
596.2	2.7898e-08
596.4	2.8455e-08
596.6	2.9022e-08
596.8	2.9601e-08
597.0	3.0192e-08
597.2	3.0457e-08
597.4	3.067e-08
597.6	3.0885e-08
597.8	3.1101e-08
598.0	3.1318e-08
598.2	3.1537e-08
598.4	3.1758e-08
598.6	3.198e-08
598.8	3.2204e-08
599.0	3.2429e-08
599.2	3.3078e-08
599.4	3.3828e-08
599.6	3.4596e-08
599.8	3.5381e-08
600.0	3.6184e-08
600.2	3.7005e-08
600.4	3.7844e-08
600.6	3.8703e-08
600.8	3.9581e-08
601.0	4.0479e-08
601.2	4.1601e-08
601.4	4.2807e-08
601.6	4.4048e-08
601.8	4.5325e-08
602.0	4.6639e-08
602.2	4.7991e-08
602.4	4.9382e-08
602.6	5.0814e-08
602.8	5.2286e-08
603.0	5.3802e-08
603.2	5.467e-08
603.4	5.535e-08
603.6	5.6038e-08
603.8	5.6734e-08
604.0	5.744e-08
604.2	5.8154e-08
604.4	5.8877e-08
604.6	5.9608e-08
604.8	6.0349e-08
605.0	6.11e-08
605.2	6.0719e-08
605.4	6.0283e-08
605.6	5.9849e-08
605.8	5.9419e-08
606.0	5.8991e-08
606.2	5.8567e-08
606.4	5.8146e-08
606.6	5.7727e-08
606.8	5.7312e-08
607.0	5.69e-08
607.2	5.8032e-08
607.4	5.9415e-08
607.6	6.083e-08
607.8	6.2279e-08
608.0	6.3763e-08
608.2	6.5282e-08
608.4	6.6838e-08
608.6	6.843e-08
608.8	7.0061e-08
609.0	7.173e-08
609.2	7.331e-08
609.4	7.49e-08
609.6	7.6524e-08
609.8	7.8184e-08
610.0	7.988e-08
610.2	8.1613e-08
610.4	8.3383e-08
610.6	8.5192e-08
610.8	8.704e-08
611.0	8.8928e-08
611.2	8.9134e-08
611.4	8.8978e-08
611.6	8.8823e-08
611.8	8.8668e-08
612.0	8.8513e-08
612.2	8.8358e-08
612.4	8.8204e-08
612.6	8.805e-08
612.8	8.7896e-08
613.0	8.7743e-08
613.2	8.6444e-08
613.4	8.4894e-08
613.6	8.3371e-08
613.8	8.1876e-08
614.0	8.0407e-08
614.2	7.8965e-08
614.4	7.7549e-08
614.6	7.6158e-08
614.8	7.4792e-08
615.0	7.345e-08
615.2	7.3019e-08
615.4	7.2646e-08
615.6	7.2276e-08
615.8	7.1907e-08
616.0	7.1541e-08
616.2	7.1176e-08
616.4	7.0813e-08
616.6	7.0452e-08
616.8	7.0093e-08
617.0	6.9735e-08
617.2	6.8273e-08
617.4	6.6658e-08
617.6	6.5082e-08
617.8	6.3543e-08
618.0	6.204e-08
618.2	6.0573e-08
618.4	5.9141e-08
618.6	5.7743e-08
618.8	5.6377e-08
619.0	5.5044e-08
619.2	5.3743e-08
619.4	5.2472e-08
619.6	5.1456e-08
619.8	5.0893e-08
620.0	5.0335e-08
620.2	4.9783e-08
620.4	4.9238e-08
620.6	4.8698e-08
620.8	4.8164e-08
621.0	4.7637e-08
621.2	4.7114e-08
621.4	4.6598e-08
621.6	4.6314e-08
621.8	4.6516e-08
622.0	4.6717e-08
622.2	4.692e-08
622.4	4.7124e-08
622.6	4.7329e-08
622.8	4.7534e-08
623.0	4.774e-08
623.2	4.7948e-08
623.4	4.8156e-08
623.6	4.8745e-08
623.8	5.0229e-08
624.0	5.1758e-08
624.2	5.3334e-08
624.4	5.4958e-08
624.6	5.6631e-08
624.8	5.8355e-08
625.0	6.0132e-08
625.2	6.1963e-08
625.4	6.3849e-08
625.6	6.4712e-08
625.8	6.3942e-08
626.0	6.3181e-08
626.2	6.2429e-08
626.4	6.1686e-08
626.6	6.0952e-08
626.8	6.0227e-08
627.0	5.951e-08
627.2	5.8802e-08
627.4	5.8102e-08
627.6	5.741e-08
627.8	5.6727e-08
628.0	5.6052e-08
628.2	4.862e-08
628.4	4.0696e-08
628.6	3.4063e-08
628.8	2.8511e-08
629.0	2.3864e-08
629.2	1.9975e-08
629.4	1.6719e-08
629.6	1.3994e-08
629.8	1.1713e-08
630.0	9.8041e-09
630.2	1.0113e-08
630.4	3.6691e-08
630.6	2.7848e-08
630.8	1.4717e-08
631.0	9.8516e-09
631.2	9.8705e-09
631.4	9.8832e-09
631.6	9.8814e-09
631.8	9.8862e-09
632.0	9.8782e-09
632.2	9.8676e-09
632.4	9.8643e-09
632.6	9.873e-09
632.8	1.4847e-08
633.0	5.8416e-08
633.2	1.7446e-08
633.4	9.8853e-09
633.6	1.8002e-08
633.8	6.5121e-08
634.0	4.1567e-08
634.2	3.4195e-08
634.4	2.1459e-08
634.6	1.2386e-08
634.8	9.8267e-09
635.0	9.8171e-09
635.2	9.822e-09
635.4	9.844e-09
635.6	3.3926e-08
635.8	1.3562e-08
636.0	9.8686e-09
636.2	1.3322e-08
636.4	1.6826e-08
636.6	9.8883e-09
636.8	9.8828e-09
637.0	9.8989e-09
637.2	9.9131e-09
637.4	3.4246e-08
637.6	3.4813e-08
637.8	1.556e-08
638.0	9.8102e-08
638.2	3.8004e-08
638.4	2.4385e-08
638.6	3.3584e-08
638.8	3.3779e-08
639.0	2.9731e-08
639.2	2.4903e-08
639.4	1.0327e-08
639.6	9.8798e-09
639.8	2.3911e-08
640.0	3.8693e-08
640.2	1.9186e-08
640.4	9.8381e-09
640.6	9.8153e-09
640.8	9.7865e-09
641.0	9.7735e-09
641.2	1.6089e-08
641.4	1.3445e-08
641.6	9.7359e-09
641.8	9.7023e-09
642.0	9.6812e-09
642.2	9.6789e-09
642.4	9.6806e-09
642.6	2.3796e-08
642.8	1.953e-08
643.0	9.6803e-09
643.2	1.432e-08
643.4	4.7258e-08
643.6	3.1404e-08
643.8	4.5284e-08
644.0	3.0642e-08
644.2	1.2918e-08
644.4	9.6855e-09
644.6	1.1137e-08
644.8	1.939e-08
645.0	4.0349e-08
645.2	1.8273e-08
645.4	1.1348e-08
645.6	1.1616e-08
645.8	1.6119e-08
646.0	3.0654e-08
646.2	1.0125e-08
646.4	9.6808e-09
646.6	9.6789e-09
646.8	1.0106e-08
647.0	1.3593e-08
647.2	2.6138e-08
647.4	5.0424e-08
647.6	6.5916e-08
647.8	1.6344e-08
648.0	9.6106e-09
648.2	9.6015e-09
648.4	9.5961e-09
648.6	1.6156e-08
648.8	5.3697e-08
649.0	3.0778e-08
649.2	1.3326e-08
649.4	9.4925e-09
649.6	1.2454e-08
649.8	2.6842e-08
650.0	3.1743e-08
650.2	9.7446e-09
650.4	1.7e-08
650.6	5.0297e-08
650.8	4.3029e-08
651.0	1.7974e-08
651.2	1.846e-08
651.4	2.2688e-08
651.6	9.4142e-09
651.8	9.42e-09
652.0	9.4245e-09
652.2	1.6417e-08
652.4	3.5958e-08
652.6	2.44e-08
652.8	9.4686e-09
653.0	9.4825e-09
653.2	2.6921e-08
653.4	1.7674e-08
653.6	9.5056e-09
653.8	1.0114e-08
654.0	1.264e-08
654.2	9.5869e-09
654.4	9.597e-09
654.6	9.5887e-09
654.8	2.0299e-08
655.0	2.4005e-08
655.2	1.0164e-08
655.4	1.5378e-08
655.6	4.8913e-08
655.8	5.6538e-08
656.0	2.7271e-08
656.2	1.9267e-08
656.4	2.4977e-08
656.6	4.2995e-08
656.8	1.6166e-08
657.0	9.6163e-09
657.2	9.6069e-09
657.4	9.5949e-09
657.6	1.7639e-08
657.8	3.2451e-08
658.0	1.8763e-08
658.2	1.2138e-08
658.4	2.8401e-08
658.6	3.6073e-08
658.8	1.6874e-08
659.0	1.7929e-08
659.2	4.7651e-08
659.4	4.7683e-08
659.6	4.4374e-08
659.8	5.6976e-08
660.0	4.9877e-08
660.2	1.8942e-08
660.4	9.5738e-09
660.6	9.5824e-09
660.8	9.597e-09
661.0	1.1341e-08
661.2	2.6335e-08
661.4	1.3107e-08
661.6	1.3851e-08
661.8	1.5433e-08
662.0	9.6833e-09
662.2	9.6944e-09
662.4	3.0523e-08
662.6	3.8575e-08
662.8	2.45e-08
663.0	1.4086e-08
663.2	9.7556e-09
663.4	1.0533e-08
663.6	2.5474e-08
663.8	5.1396e-08
664.0	5.0758e-08
664.2	6.0976e-08
664.4	6.3904e-08
664.6	4.4376e-08
664.8	2.0448e-08
665.0	4.2602e-08
665.2	3.3045e-08
665.4	2.1648e-08
665.6	1.2895e-08
665.8	1.5025e-08
666.0	2.6888e-08
666.2	1.9379e-08
666.4	4.0273e-08
666.6	3.3559e-08
666.8	1.3698e-08
667.0	2.5433e-08
667.2	3.9811e-08
667.4	1.9289e-08
667.6	1.9306e-08
667.8	5.4199e-08
668.0	3.5262e-08
668.2	1.3134e-08
668.4	1.728e-08
668.6	2.0226e-08
668.8	1.2162e-08
669.0	5.1314e-08
669.2	2.5932e-08
669.4	3.6749e-08
669.6	4.4459e-08
669.8	5.0649e-08
670.0	7.2893e-08
670.2	8.472e-08
670.4	6.1247e-08
670.6	5.1462e-08
670.8	5.4261e-08
671.0	6.8647e-08
671.2	7.3963e-08
671.4	7.058e-08
671.6	7.7094e-08
671.8	4.4193e-08
672.0	7.3964e-08
672.2	8.6004e-08
672.4	5.8429e-08
672.6	4.9233e-08
672.8	5.1142e-08
673.0	5.9541e-08
673.2	9.6693e-08
673.4	1.4132e-07
673.6	1.5299e-07
673.8	1.5928e-07
674.0	1.7931e-07
674.2	1.6812e-07
674.4	1.7535e-07
674.6	1.8292e-07
674.8	1.9047e-07
675.0	2.1528e-07
675.2	2.6986e-07
675.4	3.2845e-07
675.6	3.6875e-07
675.8	3.6863e-07
676.0	3.8928e-07
676.2	4.2644e-07
676.4	4.7352e-07
676.6	5.2526e-07
676.8	5.7951e-07
677.0	6.2952e-07
677.2	6.9996e-07
677.4	8.2768e-07
677.6	9.2657e-07
677.8	1.0534e-06
678.0	1.2638e-06
678.2	1.4311e-06
678.4	1.6646e-06
678.6	1.9229e-06
678.8	2.1516e-06
679.0	2.4276e-06
679.2	2.7821e-06
679.4	3.187e-06
679.6	3.6094e-06
679.8	4.2486e-06
680.0	4.9565e-06
680.2	5.7534e-06
680.4	6.673e-06
680.6	7.6986e-06
680.8	8.8024e-06
681.0	1.0396e-05
681.2	1.2231e-05
681.4	1.4356e-05
681.6	1.6849e-05
681.8	1.9851e-05
682.0	2.3488e-05
682.2	2.7793e-05
682.4	3.315e-05
682.6	3.9808e-05
682.8	4.7408e-05
683.0	5.7036e-05
683.2	6.895e-05
683.4	8.3069e-05
683.6	9.7974e-05
683.8	1.1816e-04
684.0	1.4426e-04
684.2	1.7854e-04
684.4	2.1784e-04
684.6	2.7079e-04
684.8	3.3783e-04
685.0	4.3626e-04
685.2	5.5882e-04
685.4	7.0517e-04
685.6	8.9314e-04
685.8	0.00116
686.0	0.00148
686.2	0.00191
686.4	0.00249
686.6	0.00321
686.8	0.00425
687.0	0.00567
687.2	0.00759
687.4	0.01028
687.6	0.01401
687.8	0.01877
688.0	0.02451
688.2	0.03433
688.4	0.04836
688.6	0.06873
688.8	0.09842
689.0	0.14101
689.2	0.20074
689.4	0.28042
689.6	0.38247
689.8	0.50169
690.0	0.62782
690.2	0.74292
690.4	0.83585
690.6	0.90176
690.8	0.94511
691.0	0.96803
691.2	0.97896
691.4	0.98437
691.6	0.98627
691.8	0.98735
692.0	0.98678
692.2	0.98643
692.4	0.9858
692.6	0.98551
692.8	0.98437
693.0	0.98316
693.2	0.98237
693.4	0.98101
693.6	0.98001
693.8	0.97902
694.0	0.9785
694.2	0.97878
694.4	0.97912
694.6	0.97944
694.8	0.98029
695.0	0.9816
695.2	0.98245
695.4	0.98439
695.6	0.98575
695.8	0.98765
696.0	0.98814
696.2	0.98886
696.4	0.99141
696.6	0.99172
696.8	0.99306
697.0	0.99268
697.2	0.99379
697.4	0.99419
697.6	0.99433
697.8	0.99513
698.0	0.99505
698.2	0.99534
698.4	0.99507
698.6	0.99526
698.8	0.99561
699.0	0.99557
699.2	0.99583
699.4	0.99595
699.6	0.99551
699.8	0.99563
700.0	0.99449
700.2	0.99476
700.4	0.9936
700.6	0.99379
700.8	0.99349
701.0	0.99326
701.2	0.99276
701.4	0.99241
701.6	0.99227
701.8	0.99249
702.0	0.99265
702.2	0.99276
702.4	0.99292
702.6	0.99279
702.8	0.99308
703.0	0.99322
703.2	0.99343
703.4	0.99341
703.6	0.99267
703.8	0.99308
704.0	0.9928
704.2	0.99212
704.4	0.99167
704.6	0.99138
704.8	0.99092
705.0	0.98979
705.2	0.99016
705.4	0.98951
705.6	0.9894
705.8	0.99026
706.0	0.99019
706.2	0.99149
706.4	0.99151
706.6	0.9917
706.8	0.99245
707.0	0.99262
707.2	0.99306
707.4	0.99351
707.6	0.99342
707.8	0.9923
708.0	0.99178
708.2	0.98972
708.4	0.98596
708.6	0.97901
708.8	0.96582
709.0	0.94213
709.2	0.90364
709.4	0.84567
709.6	0.76629
709.8	0.6672
710.0	0.55625
710.2	0.44412
710.4	0.34029
710.6	0.25439
710.8	0.18662
711.0	0.13572
711.2	0.09831
711.4	0.07127
711.6	0.05199
711.8	0.03853
712.0	0.02839
712.2	0.02106
712.4	0.01573
712.6	0.01187
712.8	0.00901
713.0	0.00689
713.2	0.00559
713.4	0.00444
713.6	0.00346
713.8	0.00271
714.0	0.00214
714.2	0.00168
714.4	0.00136
714.6	0.00104
714.8	8.1037e-04
715.0	6.5418e-04
715.2	5.2961e-04
715.4	4.3191e-04
715.6	3.5522e-04
715.8	2.9259e-04
716.0	2.4411e-04
716.2	2.057e-04
716.4	1.7098e-04
716.6	1.4307e-04
716.8	1.1957e-04
717.0	1.0036e-04
717.2	8.4808e-05
717.4	7.1039e-05
717.6	6.0343e-05
717.8	5.168e-05
718.0	4.4106e-05
718.2	3.7483e-05
718.4	3.1784e-05
718.6	2.7012e-05
718.8	2.1987e-05
719.0	2.0198e-05
719.2	1.7322e-05
719.4	1.4925e-05
719.6	1.2947e-05
719.8	1.1309e-05
720.0	9.8887e-06
720.2	8.5375e-06
720.4	7.6576e-06
720.6	6.6825e-06
720.8	5.7175e-06
721.0	4.9631e-06
721.2	4.4947e-06
721.4	3.8269e-06
721.6	3.4085e-06
721.8	3.2974e-06
722.0	2.7742e-06
722.2	2.4586e-06
722.4	2.3491e-06
722.6	2.1104e-06
722.8	1.5117e-06
723.0	1.3998e-06
723.2	1.386e-06
723.4	1.2488e-06
723.6	1.1127e-06
723.8	1.0264e-06
724.0	9.0591e-07
724.2	7.6779e-07
724.4	6.7149e-07
724.6	6.7329e-07
724.8	5.2346e-07
725.0	4.0267e-07
725.2	4.182e-07
725.4	4.7951e-07
725.6	3.3642e-07
725.8	3.0047e-07
726.0	3.2377e-07
726.2	2.6118e-07
726.4	2.2051e-07
726.6	2.8867e-07
726.8	1.6514e-07
727.0	1.946e-07
727.2	1.3083e-07
727.4	1.6117e-07
727.6	1.7157e-07
727.8	9.2722e-08
728.0	7.8497e-08
728.2	1.2118e-07
728.4	1.5882e-07
728.6	7.3918e-08
728.8	6.723e-08
729.0	7.6205e-08
729.2	3.6845e-08
729.4	5.5509e-08
729.6	6.4288e-08
729.8	7.3147e-08
730.0	5.153e-08
730.2	2.0449e-08
730.4	1.1164e-08
730.6	1.4119e-08
730.8	4.2973e-08
731.0	6.1183e-08
731.2	2.3616e-08
731.4	2.1824e-08
731.6	2.8127e-08
731.8	1.8163e-08
732.0	4.7881e-08
732.2	1.3086e-08
732.4	1.1277e-08
732.6	1.1289e-08
732.8	1.9096e-08
733.0	2.7908e-08
733.2	1.1357e-08
733.4	1.1363e-08
733.6	1.1364e-08
733.8	1.1374e-08
734.0	1.1382e-08
734.2	1.1406e-08
734.4	1.1456e-08
734.6	1.6836e-08
734.8	5.7425e-08
735.0	5.7444e-08
735.2	2.0118e-08
735.4	1.1535e-08
735.6	2.1729e-08
735.8	5.5168e-08
736.0	1.1578e-08
736.2	1.1719e-08
736.4	2.044e-08
736.6	1.5038e-08
736.8	1.1607e-08
737.0	1.1625e-08
737.2	1.1674e-08
737.4	1.2931e-08
737.6	2.2551e-08
737.8	4.669e-08
738.0	4.3986e-08
738.2	2.356e-08
738.4	1.5015e-08
738.6	3.3677e-08
738.8	1.1799e-08
739.0	1.181e-08
739.2	2.6308e-08
739.4	4.6653e-08
739.6	4.3649e-08
739.8	2.145e-08
740.0	1.2625e-08
740.2	1.1914e-08
740.4	1.1924e-08
740.6	4.6417e-08
740.8	3.1535e-08
741.0	1.4827e-08
741.2	2.2157e-08
741.4	1.276e-08
741.6	1.269e-08
741.8	6.7969e-08
742.0	2.5867e-08
742.2	1.2098e-08
742.4	1.2092e-08
742.6	1.2103e-08
742.8	1.2153e-08
743.0	1.2177e-08
743.2	4.4347e-08
743.4	6.0978e-08
743.6	3.1499e-08
743.8	1.2246e-08
744.0	1.2679e-08
744.2	3.5998e-08
744.4	5.9275e-08
744.6	7.0566e-08
744.8	6.7081e-08
745.0	5.1723e-08
745.2	4.7568e-08
745.4	1.7457e-07
745.6	3.1202e-08
745.8	1.3511e-08
746.0	1.2466e-08
746.2	1.2506e-08
746.4	2.9347e-08
746.6	1.6984e-07
746.8	1.3974e-07
747.0	3.8671e-08
747.2	1.4421e-08
747.4	1.2671e-08
747.6	2.1843e-08
747.8	2.7437e-08
748.0	1.4234e-08
748.2	3.4586e-08
748.4	1.8231e-08
748.6	2.2872e-08
748.8	1.6576e-08
749.0	2.3281e-08
749.2	3.6855e-08
749.4	1.3746e-08
749.6	5.0178e-08
749.8	4.1657e-08
750.0	1.942e-08
750.2	4.7777e-08
750.4	2.378e-08
750.6	1.9466e-08
750.8	2.8441e-08
751.0	4.0042e-08
751.2	1.7315e-08
751.4	1.4029e-08
751.6	3.6842e-08
751.8	6.8849e-08
752.0	3.9414e-08
752.2	3.9483e-08
752.4	1.7224e-08
752.6	1.3198e-08
752.8	1.3232e-08
753.0	1.3253e-08
753.2	1.65e-08
753.4	2.4429e-08
753.6	1.4015e-08
753.8	3.6681e-08
754.0	2.3738e-08
754.2	1.1043e-08
754.4	1.4068e-08
754.6	2.1389e-08
754.8	3.2639e-08
755.0	3.7208e-08
755.2	3.1313e-08
755.4	2.2557e-08
755.6	2.3084e-08
755.8	2.039e-08
756.0	1.7261e-08
756.2	4.1282e-08
756.4	6.2425e-08
756.6	9.2052e-08
756.8	6.3387e-08
757.0	2.3324e-08
757.2	1.3806e-08
757.4	1.3822e-08
757.6	1.3863e-08
757.8	7.4203e-08
758.0	3.1012e-08
758.2	1.7282e-08
758.4	4.2635e-08
758.6	4.8449e-08
758.8	1.3924e-08
759.0	1.3955e-08
759.2	1.4002e-08
759.4	1.4042e-08
759.6	1.4632e-08
759.8	1.9534e-08
760.0	3.2197e-08
760.2	3.8232e-08
760.4	1.575e-08
760.6	1.43e-08
760.8	1.4325e-08
761.0	1.574e-08
761.2	2.704e-08
761.4	3.9758e-08
761.6	1.5142e-08
761.8	2.6528e-08
762.0	1.794e-08
762.2	1.4438e-08
762.4	1.6273e-08
762.6	1.842e-08
762.8	1.4571e-08
763.0	1.5401e-08
763.2	3.7336e-08
763.4	2.1148e-08
763.6	2.4385e-08
763.8	4.686e-08
764.0	4.68e-08
764.2	2.9499e-08
764.4	2.9451e-08
764.6	2.949e-08
764.8	5.1064e-08
765.0	7.3773e-08
765.2	5.2748e-08
765.4	1.8174e-08
765.6	1.49e-08
765.8	1.4915e-08
766.0	4.2953e-08
766.2	2.7174e-08
766.4	3.1027e-08
766.6	7.4931e-08
766.8	2.0025e-08
767.0	1.5088e-08
767.2	1.5096e-08
767.4	1.512e-08
767.6	1.5158e-08
767.8	3.0074e-08
768.0	8.9814e-08
768.2	3.7123e-08
768.4	1.5949e-08
768.6	2.7907e-08
768.8	7.1173e-08
769.0	8.2023e-08
769.2	4.1284e-08
769.4	1.5944e-08
769.6	2.1341e-08
769.8	1.5467e-08
770.0	1.5489e-08
770.2	1.5531e-08
770.4	2.9277e-08
770.6	4.3372e-08
770.8	1.584e-08
771.0	1.8716e-08
771.2	4.6831e-08
771.4	1.9376e-08
771.6	1.5753e-08
771.8	1.5768e-08
772.0	2.0333e-08
772.2	4.5614e-08
772.4	1.8555e-08
772.6	1.606e-08
772.8	1.5949e-08
773.0	1.5975e-08
773.2	3.5228e-08
