Typical Measured Spectrum of Semrock FF01-795/150 Optical Filter	
521.6	8.3063e-08
521.8	7.5618e-08
522.0	6.8841e-08
522.2	6.2671e-08
522.4	5.7054e-08
522.6	5.1941e-08
522.8	4.7286e-08
523.0	4.3691e-08
523.2	4.1404e-08
523.4	3.9236e-08
523.6	3.7181e-08
523.8	3.5235e-08
524.0	3.339e-08
524.2	3.1641e-08
524.4	2.9985e-08
524.6	2.8415e-08
524.8	2.6927e-08
525.0	2.5517e-08
525.2	2.4181e-08
525.4	2.2915e-08
525.6	2.1715e-08
525.8	2.0578e-08
526.0	1.95e-08
526.2	1.8479e-08
526.4	1.7512e-08
526.6	1.6595e-08
526.8	1.6988e-08
527.0	1.7431e-08
527.2	1.7886e-08
527.4	1.8353e-08
527.6	1.8832e-08
527.8	1.9324e-08
528.0	1.9829e-08
528.2	2.0346e-08
528.4	2.0878e-08
528.6	2.1423e-08
528.8	2.1982e-08
529.0	2.2556e-08
529.2	2.3145e-08
529.4	2.3749e-08
529.6	2.4369e-08
529.8	2.5005e-08
530.0	2.5658e-08
530.2	2.6328e-08
530.4	2.6866e-08
530.6	2.7301e-08
530.8	2.7744e-08
531.0	2.8194e-08
531.2	2.8651e-08
531.4	2.9116e-08
531.6	2.9588e-08
531.8	3.0068e-08
532.0	3.0556e-08
532.2	3.1051e-08
532.4	3.1555e-08
532.6	3.2066e-08
532.8	3.2587e-08
533.0	3.3115e-08
533.2	3.3652e-08
533.4	3.4198e-08
533.6	3.4752e-08
533.8	3.5316e-08
534.0	3.617e-08
534.2	3.8257e-08
534.4	4.0465e-08
534.6	4.28e-08
534.8	4.527e-08
535.0	4.7882e-08
535.2	5.0645e-08
535.4	5.3568e-08
535.6	5.6659e-08
535.8	5.9928e-08
536.0	6.3386e-08
536.2	6.7044e-08
536.4	7.0913e-08
536.6	7.5005e-08
536.8	7.9333e-08
537.0	8.3911e-08
537.2	8.8754e-08
537.4	9.3875e-08
537.6	9.9292e-08
537.8	9.5933e-08
538.0	9.0925e-08
538.2	8.6178e-08
538.4	8.1679e-08
538.6	7.7415e-08
538.8	7.3374e-08
539.0	6.9543e-08
539.2	6.5913e-08
539.4	6.2472e-08
539.6	5.9211e-08
539.8	5.612e-08
540.0	5.319e-08
540.2	5.0413e-08
540.4	4.7781e-08
540.6	4.5287e-08
540.8	4.2923e-08
541.0	4.0682e-08
541.2	3.8558e-08
541.4	3.9453e-08
541.6	4.4085e-08
541.8	4.9261e-08
542.0	5.5045e-08
542.2	6.1509e-08
542.4	6.8731e-08
542.6	7.6801e-08
542.8	8.5818e-08
543.0	9.5895e-08
543.2	1.067e-07
543.4	1.1872e-07
543.6	1.321e-07
543.8	1.3977e-07
544.0	1.3355e-07
544.2	1.2761e-07
544.4	1.2192e-07
544.6	1.165e-07
544.8	1.1131e-07
545.0	1.0635e-07
545.2	1.0162e-07
545.4	9.7095e-08
545.6	9.2772e-08
545.8	8.8642e-08
546.0	8.4696e-08
546.2	8.0925e-08
546.4	7.7322e-08
546.6	7.388e-08
546.8	7.0591e-08
547.0	6.7448e-08
547.2	6.4445e-08
547.4	6.1576e-08
547.6	6.3481e-08
547.8	6.616e-08
548.0	6.8953e-08
548.2	7.1863e-08
548.4	7.4895e-08
548.6	7.8056e-08
548.8	8.135e-08
549.0	8.4783e-08
549.2	8.8361e-08
549.4	9.209e-08
549.6	9.5977e-08
549.8	1.0003e-07
550.0	1.0425e-07
550.2	1.0865e-07
550.4	1.1323e-07
550.6	1.1801e-07
550.8	1.2299e-07
551.0	1.2818e-07
551.2	1.2635e-07
551.4	1.1584e-07
551.6	1.0621e-07
551.8	9.738e-08
552.0	8.9283e-08
552.2	8.1859e-08
552.4	7.5053e-08
552.6	6.8812e-08
552.8	6.309e-08
553.0	5.7844e-08
553.2	5.3035e-08
553.4	4.8625e-08
553.6	4.4582e-08
553.8	4.0875e-08
554.0	3.7476e-08
554.2	3.436e-08
554.4	3.1503e-08
554.6	2.8884e-08
554.8	2.6482e-08
555.0	2.6689e-08
555.2	2.6897e-08
555.4	2.7107e-08
555.6	2.7319e-08
555.8	2.7532e-08
556.0	2.7747e-08
556.2	2.7963e-08
556.4	2.8182e-08
556.6	2.8402e-08
556.8	2.8623e-08
557.0	2.8847e-08
557.2	2.9072e-08
557.4	2.9299e-08
557.6	2.9528e-08
557.8	2.9758e-08
558.0	2.999e-08
558.2	3.0224e-08
558.4	3.046e-08
558.6	3.1468e-08
558.8	3.3097e-08
559.0	3.481e-08
559.2	3.6612e-08
559.4	3.8508e-08
559.6	4.0501e-08
559.8	4.2598e-08
560.0	4.4803e-08
560.2	4.7122e-08
560.4	4.9562e-08
560.6	5.2127e-08
560.8	5.4826e-08
561.0	5.7664e-08
561.2	6.0649e-08
561.4	6.3789e-08
561.6	6.7091e-08
561.8	7.0565e-08
562.0	7.4218e-08
562.2	7.7745e-08
562.4	7.9854e-08
562.6	8.2019e-08
562.8	8.4243e-08
563.0	8.6527e-08
563.2	8.8873e-08
563.4	9.1283e-08
563.6	9.3758e-08
563.8	9.6301e-08
564.0	9.8912e-08
564.2	1.0159e-07
564.4	1.0435e-07
564.6	1.0718e-07
564.8	1.1008e-07
565.0	1.1307e-07
565.2	1.1614e-07
565.4	1.1928e-07
565.6	1.2252e-07
565.8	1.2584e-07
566.0	1.2358e-07
566.2	1.1969e-07
566.4	1.1593e-07
566.6	1.1228e-07
566.8	1.0875e-07
567.0	1.0533e-07
567.2	1.0202e-07
567.4	9.881e-08
567.6	9.5702e-08
567.8	9.2693e-08
568.0	8.9778e-08
568.2	8.6955e-08
568.4	8.422e-08
568.6	8.1571e-08
568.8	7.9006e-08
569.0	7.6522e-08
569.2	7.4115e-08
569.4	7.1785e-08
569.6	7.0875e-08
569.8	7.2255e-08
570.0	7.366e-08
570.2	7.5094e-08
570.4	7.6555e-08
570.6	7.8044e-08
570.8	7.9563e-08
571.0	8.1111e-08
571.2	8.2689e-08
571.4	8.4298e-08
571.6	8.5938e-08
571.8	8.761e-08
572.0	8.9315e-08
572.2	9.1053e-08
572.4	9.2824e-08
572.6	9.463e-08
572.8	9.6472e-08
573.0	9.8349e-08
573.2	1.0026e-07
573.4	1.0011e-07
573.6	9.9947e-08
573.8	9.9785e-08
574.0	9.9623e-08
574.2	9.9461e-08
574.4	9.93e-08
574.6	9.9139e-08
574.8	9.8978e-08
575.0	9.8817e-08
575.2	9.8657e-08
575.4	9.8497e-08
575.6	9.8337e-08
575.8	9.8177e-08
576.0	9.8018e-08
576.2	9.7859e-08
576.4	9.77e-08
576.6	9.7541e-08
576.8	9.7383e-08
577.0	9.5827e-08
577.2	9.348e-08
577.4	9.1191e-08
577.6	8.8957e-08
577.8	8.6779e-08
578.0	8.4653e-08
578.2	8.258e-08
578.4	8.0558e-08
578.6	7.8585e-08
578.8	7.666e-08
579.0	7.4783e-08
579.2	7.2951e-08
579.4	7.1165e-08
579.6	6.9422e-08
579.8	6.7722e-08
580.0	6.6063e-08
580.2	6.4445e-08
580.4	6.2867e-08
580.6	6.1227e-08
580.8	5.936e-08
581.0	5.755e-08
581.2	5.5795e-08
581.4	5.4093e-08
581.6	5.2444e-08
581.8	5.0844e-08
582.0	4.9294e-08
582.2	4.779e-08
582.4	4.6333e-08
582.6	4.492e-08
582.8	4.355e-08
583.0	4.2222e-08
583.2	4.0934e-08
583.4	3.9686e-08
583.6	3.8476e-08
583.8	3.7303e-08
584.0	3.6165e-08
584.2	3.5062e-08
584.4	3.4396e-08
584.6	3.3782e-08
584.8	3.3179e-08
585.0	3.2586e-08
585.2	3.2004e-08
585.4	3.1433e-08
585.6	3.0872e-08
585.8	3.0321e-08
586.0	2.9779e-08
586.2	2.9248e-08
586.4	2.8725e-08
586.6	2.8213e-08
586.8	2.7709e-08
587.0	2.7214e-08
587.2	2.6728e-08
587.4	2.6251e-08
587.6	2.5782e-08
587.8	2.5322e-08
588.0	2.5392e-08
588.2	2.5864e-08
588.4	2.6345e-08
588.6	2.6835e-08
588.8	2.7334e-08
589.0	2.7842e-08
589.2	2.836e-08
589.4	2.8887e-08
589.6	2.9424e-08
589.8	2.9971e-08
590.0	3.0529e-08
590.2	3.1096e-08
590.4	3.1675e-08
590.6	3.2264e-08
590.8	3.2863e-08
591.0	3.3475e-08
591.2	3.4097e-08
591.4	3.4731e-08
591.6	3.5029e-08
591.8	3.4241e-08
592.0	3.3471e-08
592.2	3.2718e-08
592.4	3.1981e-08
592.6	3.1262e-08
592.8	3.0559e-08
593.0	2.9871e-08
593.2	2.9199e-08
593.4	2.8542e-08
593.6	2.79e-08
593.8	2.7272e-08
594.0	2.6659e-08
594.2	2.6059e-08
594.4	2.5473e-08
594.6	2.49e-08
594.8	2.434e-08
595.0	2.3792e-08
595.2	2.3257e-08
595.4	2.3383e-08
595.6	2.3568e-08
595.8	2.3754e-08
596.0	2.3941e-08
596.2	2.413e-08
596.4	2.4321e-08
596.6	2.4513e-08
596.8	2.4707e-08
597.0	2.4902e-08
597.2	2.5098e-08
597.4	2.5297e-08
597.6	2.5496e-08
597.8	2.5698e-08
598.0	2.5901e-08
598.2	2.6105e-08
598.4	2.6311e-08
598.6	2.6519e-08
598.8	2.6729e-08
599.0	2.7167e-08
599.2	2.776e-08
599.4	2.8367e-08
599.6	2.8987e-08
599.8	2.962e-08
600.0	3.0268e-08
600.2	3.0929e-08
600.4	3.1605e-08
600.6	3.2296e-08
600.8	3.3002e-08
601.0	3.3723e-08
601.2	3.446e-08
601.4	3.5213e-08
601.6	3.5983e-08
601.8	3.6769e-08
602.0	3.7572e-08
602.2	3.8394e-08
602.4	3.9233e-08
602.6	3.9619e-08
602.8	3.8968e-08
603.0	3.8329e-08
603.2	3.77e-08
603.4	3.7081e-08
603.6	3.6473e-08
603.8	3.5875e-08
604.0	3.5286e-08
604.2	3.4707e-08
604.4	3.4137e-08
604.6	3.3577e-08
604.8	3.3026e-08
605.0	3.2484e-08
605.2	3.1951e-08
605.4	3.1427e-08
605.6	3.0911e-08
605.8	3.0404e-08
606.0	2.9905e-08
606.2	2.9437e-08
606.4	3.0095e-08
606.6	3.0767e-08
606.8	3.1454e-08
607.0	3.2156e-08
607.2	3.2874e-08
607.4	3.3608e-08
607.6	3.4358e-08
607.8	3.5126e-08
608.0	3.591e-08
608.2	3.9345e-08
608.4	4.3109e-08
608.6	4.7233e-08
608.8	5.1752e-08
609.0	5.2751e-08
609.2	5.2206e-08
609.4	5.1667e-08
609.6	5.1134e-08
609.8	5.0606e-08
610.0	5.0083e-08
610.2	4.9566e-08
610.4	4.9054e-08
610.6	4.8547e-08
610.8	4.8046e-08
611.0	4.7549e-08
611.2	4.7058e-08
611.4	4.6572e-08
611.6	4.6091e-08
611.8	4.5615e-08
612.0	4.5144e-08
612.2	4.4678e-08
612.4	4.4217e-08
612.6	4.4145e-08
612.8	4.4864e-08
613.0	4.5594e-08
613.2	4.6337e-08
613.4	4.7091e-08
613.6	4.7858e-08
613.8	4.8638e-08
614.0	4.943e-08
614.2	5.0235e-08
614.4	5.1053e-08
614.6	5.1884e-08
614.8	5.2729e-08
615.0	5.3588e-08
615.2	5.4461e-08
615.4	5.5347e-08
615.6	5.6249e-08
615.8	5.7165e-08
616.0	5.8096e-08
616.2	5.9042e-08
616.4	5.6788e-08
616.6	5.451e-08
616.8	5.2325e-08
617.0	5.0226e-08
617.2	4.8212e-08
617.4	4.6279e-08
617.6	4.4423e-08
617.8	4.2642e-08
618.0	4.0932e-08
618.2	3.929e-08
618.4	3.7715e-08
618.6	3.6202e-08
618.8	3.4751e-08
619.0	3.3357e-08
619.2	3.2019e-08
619.4	3.0735e-08
619.6	2.9503e-08
619.8	2.832e-08
620.0	2.8775e-08
620.2	3.0344e-08
620.4	3.1998e-08
620.6	3.3742e-08
620.8	3.5581e-08
621.0	3.7521e-08
621.2	3.9566e-08
621.4	4.1723e-08
621.6	4.3997e-08
621.8	4.6395e-08
622.0	4.8924e-08
622.2	5.1591e-08
622.4	5.4403e-08
622.6	5.7369e-08
622.8	6.0496e-08
623.0	6.3794e-08
623.2	6.7271e-08
623.4	7.0938e-08
623.6	7.4089e-08
623.8	7.5236e-08
624.0	7.64e-08
624.2	7.7583e-08
624.4	7.8784e-08
624.6	8.0004e-08
624.8	8.1242e-08
625.0	8.25e-08
625.2	8.3777e-08
625.4	8.5074e-08
625.6	8.6391e-08
625.8	8.7728e-08
626.0	8.9086e-08
626.2	9.0465e-08
626.4	9.1865e-08
626.6	9.3288e-08
626.8	9.4732e-08
627.0	9.6198e-08
627.2	9.7687e-08
627.4	9.7122e-08
627.6	9.6383e-08
627.8	9.565e-08
628.0	9.4922e-08
628.2	9.42e-08
628.4	9.3483e-08
628.6	9.2772e-08
628.8	9.2066e-08
629.0	9.1366e-08
629.2	9.067e-08
629.4	8.998e-08
629.6	8.9296e-08
629.8	8.8616e-08
630.0	8.7942e-08
630.2	8.7273e-08
630.4	8.6609e-08
630.6	8.595e-08
630.8	8.5296e-08
631.0	8.583e-08
631.2	8.7204e-08
631.4	8.8601e-08
631.6	9.002e-08
631.8	9.1461e-08
632.0	9.2926e-08
632.2	9.4414e-08
632.4	9.5926e-08
632.6	9.7462e-08
632.8	9.9023e-08
633.0	1.0061e-07
633.2	1.0222e-07
633.4	1.0386e-07
633.6	1.0552e-07
633.8	1.0721e-07
634.0	1.0893e-07
634.2	1.1067e-07
634.4	1.1244e-07
634.6	1.1369e-07
634.8	1.135e-07
635.0	1.1331e-07
635.2	1.1311e-07
635.4	1.1292e-07
635.6	1.1273e-07
635.8	1.1254e-07
636.0	1.1234e-07
636.2	1.1215e-07
636.4	1.1196e-07
636.6	1.1177e-07
636.8	1.1158e-07
637.0	1.1139e-07
637.2	1.112e-07
637.4	1.1101e-07
637.6	1.1082e-07
637.8	1.1063e-07
638.0	1.1045e-07
638.2	1.1026e-07
638.4	1.0964e-07
638.6	1.0901e-07
638.8	1.0838e-07
639.0	1.0775e-07
639.2	1.0713e-07
639.4	1.0651e-07
639.6	1.059e-07
639.8	1.0529e-07
640.0	1.0468e-07
640.2	1.0408e-07
640.4	1.0347e-07
640.6	1.0288e-07
640.8	1.0228e-07
641.0	1.0169e-07
641.2	1.0111e-07
641.4	1.0052e-07
641.6	1.0027e-07
641.8	1.0027e-07
642.0	1.0027e-07
642.2	1.0027e-07
642.4	1.0027e-07
642.6	1.0027e-07
642.8	1.0027e-07
643.0	1.0027e-07
643.2	1.0027e-07
643.4	1.0027e-07
643.6	1.0027e-07
643.8	1.0027e-07
644.0	1.0027e-07
644.2	1.0027e-07
644.4	1.0027e-07
644.6	1.0027e-07
644.8	1.0027e-07
645.0	9.9577e-08
645.2	9.2888e-08
645.4	8.6648e-08
645.6	8.0827e-08
645.8	7.5398e-08
646.0	7.0333e-08
646.2	6.5608e-08
646.4	6.1201e-08
646.6	5.709e-08
646.8	5.3255e-08
647.0	4.9677e-08
647.2	4.634e-08
647.4	4.3227e-08
647.6	4.0323e-08
647.8	3.7614e-08
648.0	3.5088e-08
648.2	3.2731e-08
648.4	3.0532e-08
648.6	2.8481e-08
648.8	2.6568e-08
649.0	2.4783e-08
649.2	2.3118e-08
649.4	2.1565e-08
649.6	2.0116e-08
649.8	1.8765e-08
650.0	1.8327e-08
650.2	1.9647e-08
650.4	2.1062e-08
650.6	2.2579e-08
650.8	2.4205e-08
651.0	2.5949e-08
651.2	2.7818e-08
651.4	2.9822e-08
651.6	3.197e-08
651.8	3.4272e-08
652.0	3.6741e-08
652.2	3.9387e-08
652.4	4.2224e-08
652.6	4.5266e-08
652.8	4.8526e-08
653.0	5.2021e-08
653.2	5.5768e-08
653.4	5.9785e-08
653.6	6.4092e-08
653.8	6.8708e-08
654.0	7.3657e-08
654.2	7.8962e-08
654.4	8.465e-08
654.6	9.0747e-08
654.8	9.7284e-08
655.0	9.6694e-08
655.2	9.067e-08
655.4	8.5022e-08
655.6	7.9726e-08
655.8	7.476e-08
656.0	7.0103e-08
656.2	6.5736e-08
656.4	6.1642e-08
656.6	5.7802e-08
656.8	5.4201e-08
657.0	5.0825e-08
657.2	4.7659e-08
657.4	4.469e-08
657.6	4.1907e-08
657.8	3.9296e-08
658.0	3.6848e-08
658.2	3.4553e-08
658.4	3.2401e-08
658.6	3.0382e-08
658.8	2.849e-08
659.0	2.6715e-08
659.2	2.5051e-08
659.4	2.3491e-08
659.6	2.2027e-08
659.8	2.0655e-08
660.0	2.1766e-08
660.2	2.3491e-08
660.4	2.5354e-08
660.6	2.7363e-08
660.8	2.9532e-08
661.0	3.1873e-08
661.2	3.44e-08
661.4	3.7127e-08
661.6	4.007e-08
661.8	4.3246e-08
662.0	4.6674e-08
662.2	5.0374e-08
662.4	5.4367e-08
662.6	5.8677e-08
662.8	6.3328e-08
663.0	6.8348e-08
663.2	7.3766e-08
663.4	7.9613e-08
663.6	8.5924e-08
663.8	9.2735e-08
664.0	1.0009e-07
664.2	1.0802e-07
664.4	1.1658e-07
664.6	1.2582e-07
664.8	1.3392e-07
665.0	1.2577e-07
665.2	1.1812e-07
665.4	1.1093e-07
665.6	1.0418e-07
665.8	9.7843e-08
666.0	9.189e-08
666.2	8.6298e-08
666.4	8.1047e-08
666.6	7.6116e-08
666.8	7.1484e-08
667.0	6.7134e-08
667.2	6.3049e-08
667.4	5.9213e-08
667.6	5.561e-08
667.8	5.2226e-08
668.0	4.9048e-08
668.2	4.6064e-08
668.4	4.3261e-08
668.6	4.0629e-08
668.8	3.8156e-08
669.0	3.5835e-08
669.2	3.3654e-08
669.4	3.1606e-08
669.6	2.9683e-08
669.8	2.8314e-08
670.0	2.78e-08
670.2	2.7295e-08
670.4	2.68e-08
670.6	2.6313e-08
670.8	2.5836e-08
671.0	2.5367e-08
671.2	2.4906e-08
671.4	2.4454e-08
671.6	2.401e-08
671.8	2.3574e-08
672.0	2.3146e-08
672.2	2.2726e-08
672.4	2.2313e-08
672.6	2.1908e-08
672.8	2.151e-08
673.0	2.112e-08
673.2	2.0737e-08
673.4	2.036e-08
673.6	1.999e-08
673.8	1.9628e-08
674.0	1.9271e-08
674.2	1.8921e-08
674.4	1.8578e-08
674.6	1.8241e-08
674.8	1.8777e-08
675.0	1.9935e-08
675.2	2.1164e-08
675.4	2.2469e-08
675.6	2.3854e-08
675.8	2.5325e-08
676.0	2.6887e-08
676.2	2.8545e-08
676.4	3.0306e-08
676.6	3.2174e-08
676.8	3.4158e-08
677.0	3.6265e-08
677.2	3.8501e-08
677.4	4.0875e-08
677.6	4.3396e-08
677.8	4.6072e-08
678.0	4.8913e-08
678.2	5.1929e-08
678.4	5.5132e-08
678.6	5.8532e-08
678.8	6.2141e-08
679.0	6.5973e-08
679.2	7.0041e-08
679.4	7.436e-08
679.6	7.8946e-08
679.8	8.1607e-08
680.0	8.3915e-08
680.2	8.6288e-08
680.4	8.8728e-08
680.6	9.1237e-08
680.8	9.3816e-08
681.0	9.6469e-08
681.2	9.9197e-08
681.4	1.02e-07
681.6	1.0489e-07
681.8	1.0785e-07
682.0	1.109e-07
682.2	1.1404e-07
682.4	1.1726e-07
682.6	1.2058e-07
682.8	1.2399e-07
683.0	1.2749e-07
683.2	1.311e-07
683.4	1.348e-07
683.6	1.3862e-07
683.8	1.4254e-07
684.0	1.4657e-07
684.2	1.5071e-07
684.4	1.5497e-07
684.6	1.5909e-07
684.8	1.5972e-07
685.0	1.6036e-07
685.2	1.61e-07
685.4	1.6165e-07
685.6	1.6229e-07
685.8	1.6294e-07
686.0	1.6359e-07
686.2	1.6425e-07
686.4	1.649e-07
686.6	1.6556e-07
686.8	1.6622e-07
687.0	1.6689e-07
687.2	1.6755e-07
687.4	1.6822e-07
687.6	1.689e-07
687.8	1.6957e-07
688.0	1.7025e-07
688.2	1.7093e-07
688.4	1.7243e-07
688.6	1.7563e-07
688.8	1.7889e-07
689.0	1.8221e-07
689.2	1.856e-07
689.4	1.8904e-07
689.6	1.9255e-07
689.8	1.9613e-07
690.0	1.9977e-07
690.2	2.0348e-07
690.4	2.0726e-07
690.6	2.111e-07
690.8	2.1502e-07
691.0	2.1902e-07
691.2	2.2308e-07
691.4	2.2723e-07
691.6	2.3144e-07
691.8	2.3574e-07
692.0	2.4012e-07
692.2	2.4572e-07
692.4	2.5226e-07
692.6	2.5898e-07
692.8	2.6587e-07
693.0	2.7294e-07
693.2	2.8021e-07
693.4	2.8766e-07
693.6	2.9532e-07
693.8	3.0318e-07
694.0	3.1125e-07
694.2	3.1953e-07
694.4	3.2803e-07
694.6	3.3676e-07
694.8	3.4572e-07
695.0	3.5492e-07
695.2	3.6437e-07
695.4	3.7406e-07
695.6	3.8116e-07
695.8	3.7624e-07
696.0	3.7138e-07
696.2	3.6658e-07
696.4	3.6184e-07
696.6	3.5717e-07
696.8	3.5256e-07
697.0	3.48e-07
697.2	3.4506e-07
697.4	3.672e-07
697.6	3.9076e-07
697.8	3.9452e-07
698.0	3.8312e-07
698.2	3.7672e-07
698.4	4.2016e-07
698.6	4.891e-07
698.8	5.8883e-07
699.0	6.9972e-07
699.2	7.0817e-07
699.4	7.1672e-07
699.6	7.5982e-07
699.8	8.329e-07
700.0	9.2845e-07
700.2	1.035e-06
700.4	1.137e-06
700.6	1.2358e-06
700.8	1.3474e-06
701.0	1.5174e-06
701.2	1.6833e-06
701.4	1.8459e-06
701.6	2.0291e-06
701.8	2.2913e-06
702.0	2.5874e-06
702.2	2.8224e-06
702.4	3.017e-06
702.6	3.3668e-06
702.8	3.7571e-06
703.0	4.1893e-06
703.2	4.6686e-06
703.4	5.1922e-06
703.6	5.6698e-06
703.8	6.2962e-06
704.0	7.0792e-06
704.2	7.9609e-06
704.4	8.9678e-06
704.6	1.0102e-05
704.8	1.1293e-05
705.0	1.258e-05
705.2	1.4276e-05
705.4	1.6202e-05
705.6	1.8347e-05
705.8	2.0746e-05
706.0	2.3451e-05
706.2	2.6437e-05
706.4	3.0096e-05
706.6	3.45e-05
706.8	3.9541e-05
707.0	4.5239e-05
707.2	5.1759e-05
707.4	5.9533e-05
707.6	6.8698e-05
707.8	7.921e-05
708.0	9.133e-05
708.2	1.0563e-04
708.4	1.224e-04
708.6	1.4188e-04
708.8	1.6476e-04
709.0	1.9241e-04
709.2	2.2578e-04
709.4	2.6497e-04
709.6	3.1151e-04
709.8	3.6623e-04
710.0	4.1616e-04
710.2	4.952e-04
710.4	5.8752e-04
710.6	7.0319e-04
710.8	8.362e-04
711.0	0.00101
711.2	0.00122
711.4	0.00152
711.6	0.00183
711.8	0.0022
712.0	0.00269
712.2	0.00334
712.4	0.00411
712.6	0.00508
712.8	0.00629
713.0	0.00782
713.2	0.00987
713.4	0.01243
713.6	0.01576
713.8	0.02008
714.0	0.02566
714.2	0.03323
714.4	0.04354
714.6	0.05669
714.8	0.0739
715.0	0.09739
715.2	0.12933
715.4	0.16004
715.6	0.20999
715.8	0.27496
716.0	0.35474
716.2	0.44532
716.4	0.54353
716.6	0.64692
716.8	0.74146
717.0	0.81363
717.2	0.87133
717.4	0.91069
717.6	0.93446
717.8	0.94289
718.0	0.94662
718.2	0.95193
718.4	0.95087
718.6	0.94898
718.8	0.94981
719.0	0.95234
719.2	0.95484
719.4	0.95638
719.6	0.95683
719.8	0.96077
720.0	0.96723
720.2	0.97104
720.4	0.97578
720.6	0.97765
720.8	0.97985
721.0	0.98317
721.2	0.98045
721.4	0.98409
721.6	0.98269
721.8	0.9858
722.0	0.98331
722.2	0.98204
722.4	0.98279
722.6	0.97996
722.8	0.97868
723.0	0.98073
723.2	0.9765
723.4	0.97748
723.6	0.97429
723.8	0.9765
724.0	0.97844
724.2	0.97865
724.4	0.97699
724.6	0.97661
724.8	0.97725
725.0	0.97692
725.2	0.97724
725.4	0.97417
725.6	0.97571
725.8	0.97843
726.0	0.97591
726.2	0.97234
726.4	0.97493
726.6	0.9748
726.8	0.97589
727.0	0.97483
727.2	0.96956
727.4	0.96973
727.6	0.96672
727.8	0.96741
728.0	0.96687
728.2	0.9678
728.4	0.96448
728.6	0.96466
728.8	0.96637
729.0	0.96428
729.2	0.96159
729.4	0.96476
729.6	0.96689
729.8	0.96482
730.0	0.96517
730.2	0.96653
730.4	0.97026
730.6	0.97436
730.8	0.96706
731.0	0.9695
731.2	0.97511
731.4	0.97589
731.6	0.97191
731.8	0.97194
732.0	0.97525
732.2	0.98059
732.4	0.97588
732.6	0.97846
732.8	0.97984
733.0	0.97956
733.2	0.97895
733.4	0.9823
733.6	0.98499
733.8	0.98872
734.0	0.99536
734.2	0.99218
734.4	0.98859
734.6	0.99107
734.8	0.99252
735.0	0.98991
735.2	0.99067
735.4	0.98892
735.6	0.98861
735.8	0.9845
736.0	0.99191
736.2	0.99273
736.4	0.99165
736.6	0.98597
736.8	0.98316
737.0	0.97884
737.2	0.97799
737.4	0.98367
737.6	0.9807
737.8	0.97937
738.0	0.98022
738.2	0.9878
738.4	0.98893
738.6	0.9873
738.8	0.98193
739.0	0.98
739.2	0.97578
739.4	0.97709
739.6	0.9816
739.8	0.98847
740.0	0.98629
740.2	0.98536
740.4	0.98834
740.6	0.98831
740.8	0.98293
741.0	0.98135
741.2	0.9808
741.4	0.97735
741.6	0.976
741.8	0.97651
742.0	0.98091
742.2	0.98238
742.4	0.97832
742.6	0.97909
742.8	0.97661
743.0	0.98047
743.2	0.97789
743.4	0.97105
743.6	0.97098
743.8	0.9714
744.0	0.96956
744.2	0.97058
744.4	0.96977
744.6	0.97198
744.8	0.97472
745.0	0.96956
745.2	0.97176
745.4	0.96743
745.6	0.97097
745.8	0.97085
746.0	0.96876
746.2	0.96693
746.4	0.96402
746.6	0.96815
746.8	0.97252
747.0	0.96845
747.2	0.96266
747.4	0.96266
747.6	0.96212
747.8	0.96701
748.0	0.96589
748.2	0.96514
748.4	0.97125
748.6	0.97551
748.8	0.97541
749.0	0.97529
749.2	0.97836
749.4	0.97618
749.6	0.97625
749.8	0.98084
750.0	0.98173
750.2	0.98174
750.4	0.98035
750.6	0.9809
750.8	0.98135
751.0	0.97827
751.2	0.97962
751.4	0.97985
751.6	0.97802
751.8	0.97805
752.0	0.97806
752.2	0.97802
752.4	0.97892
752.6	0.97448
752.8	0.97202
753.0	0.97274
753.2	0.97771
753.4	0.97833
753.6	0.97491
753.8	0.97329
754.0	0.96931
754.2	0.96631
754.4	0.96731
754.6	0.96436
754.8	0.96375
755.0	0.96145
755.2	0.96147
755.4	0.95992
755.6	0.96196
755.8	0.95904
756.0	0.95989
756.2	0.95893
756.4	0.95796
756.6	0.95718
756.8	0.95604
757.0	0.95249
757.2	0.95594
757.4	0.9581
757.6	0.95874
757.8	0.95787
758.0	0.96076
758.2	0.96097
758.4	0.95556
758.6	0.96363
758.8	0.96673
759.0	0.96612
759.2	0.96655
759.4	0.9733
759.6	0.97122
759.8	0.97241
760.0	0.9771
760.2	0.98325
760.4	0.97853
760.6	0.97963
760.8	0.98299
761.0	0.97987
761.2	0.98067
761.4	0.97762
761.6	0.97623
761.8	0.98056
762.0	0.98347
762.2	0.9826
762.4	0.9817
762.6	0.98729
762.8	0.98573
763.0	0.98817
763.2	0.98539
763.4	0.98618
763.6	0.98308
763.8	0.98623
764.0	0.98368
764.2	0.97964
764.4	0.98195
764.6	0.98562
764.8	0.98319
765.0	0.97729
765.2	0.97959
765.4	0.97865
765.6	0.97741
765.8	0.97724
766.0	0.97787
766.2	0.9748
766.4	0.97843
766.6	0.97831
766.8	0.9821
767.0	0.98016
767.2	0.97856
767.4	0.97917
767.6	0.97897
767.8	0.97709
768.0	0.97753
768.2	0.97432
768.4	0.9772
768.6	0.97571
768.8	0.97365
769.0	0.98382
769.2	0.98014
769.4	0.97843
769.6	0.97861
769.8	0.97874
770.0	0.97837
770.2	0.98221
770.4	0.983
770.6	0.98483
770.8	0.98322
771.0	0.98373
